Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
Roman Burki,Bundesliga,30,187,85,79,79,11.5M,43K,1664 ,19 ,62 ,38 ,0 ,4 ,6,3,44,50,49,77,52,74,36,76,35,18,50,20,58,80,78,60,77,84,https://sofifa.com/player/189117/roman-burki/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nahuel Guzman,Liga MX,35,193,94,79,79,1.9M,26K,90 ,1 ,8 ,5 ,0 ,13 ,9,1,48,50,62,78,54,70,40,84,45,29,60,12,60,78,77,71,82,79,https://sofifa.com/player/176919/nahuel-guzman/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Romero,Premier League 2 Divison Two,34,192,86,79,79,3M,20K,90 ,1 ,0 ,0 ,0 ,1 ,,3,47,44,55,76,44,63,31,74,33,21,56,16,62,78,75,79,78,83,https://sofifa.com/player/173373/sergio-romero/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Mandanda,Ligue 1,36,185,82,79,79,1.9M,21K,3330 ,37 ,84 ,46 ,0 ,8 ,6,3,53,43,52,80,36,69,31,61,37,23,55,11,62,77,79,74,77,81,https://sofifa.com/player/163705/steve-mandanda/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Lopez Rodriguez,La Liga 2,39,196,89,79,79,1.9M,11K,3600 ,40 ,79 ,43 ,0 ,20 ,6,3,44,43,44,75,40,66,40,73,40,16,55,21,65,75,80,68,80,76,https://sofifa.com/player/146748/diego-lopez-rodriguez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Manuel Arantes Maximiano,La Liga,22,190,82,78,85,24.5M,16K,2237 ,25 ,91 ,63 ,1 ,4 ,6,1,55,55,58,78,33,63,23,68,12,9,55,13,56,78,76,68,76,80,https://sofifa.com/player/244316/luis-manuel-arantes-maximiano/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predrag Rajkovic,Ligue 1,25,191,85,78,83,16.5M,20K,3286 ,37 ,114 ,66 ,2 ,10 ,6,2,30,18,32,73,29,35,26,66,25,10,42,20,32,77,76,74,79,81,https://sofifa.com/player/241727/predrag-rajkovic/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florin Nita,Fortuna Liga,33,184,78,78,78,4.6M,1K,2340 ,26 ,0 ,0 ,0 ,9 ,,1,25,31,28,68,64,61,36,79,20,8,39,11,62,78,76,69,79,82,https://sofifa.com/player/238033/florin-nita/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiri Pavlenka,Bundesliga,29,196,81,78,80,11.5M,12K,3060 ,34 ,106 ,71 ,2 ,6 ,6,2,35,37,39,79,27,36,20,68,22,13,25,18,39,81,74,60,69,84,https://sofifa.com/player/236583/jiri-pavlenka/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zack Steffen,Premier League,26,191,86,78,83,16M,78K,90 ,1 ,1 ,1 ,0 ,0 ,6,1,54,52,58,72,49,71,39,69,31,19,58,37,56,79,74,75,73,83,https://sofifa.com/player/234777/zack-steffen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emil Audero,Serie A,24,192,83,78,79,13M,14K,3330 ,37 ,122 ,82 ,2 ,6 ,6,1,55,49,53,75,51,65,25,55,24,11,30,22,56,80,73,73,76,82,https://sofifa.com/player/228413/emil-audero/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Meret,Serie A,24,190,83,78,84,18M,36K,1980 ,22 ,53 ,41 ,0 ,6 ,6,2,41,48,37,74,48,68,29,65,22,22,21,21,67,79,73,70,77,81,https://sofifa.com/player/225116/alex-meret/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Rochet,Primera Division,28,190,82,78,80,12M,1K,1294 ,15 ,0 ,0 ,0 ,6 ,,1,49,48,30,68,48,62,39,70,18,24,32,24,37,80,78,66,78,81,https://sofifa.com/player/223690/sergio-rochet/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Omlin,Ligue 1,27,189,80,78,80,13M,21K,2049 ,23 ,89 ,43 ,0 ,7 ,7,1,52,51,32,74,51,75,35,72,22,25,48,27,55,78,75,73,76,80,https://sofifa.com/player/223550/jonas-omlin/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremias Conan Ledesma,La Liga,28,186,83,78,80,12M,25K,2880 ,32 ,83 ,46 ,1 ,9 ,6,1,49,42,40,72,50,67,40,63,23,20,36,23,41,81,76,67,74,81,https://sofifa.com/player/219522/jeremias-conan-ledesma/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camilo Vargas,Liga MX,32,187,82,78,78,7M,12K,3150 ,35 ,75 ,37 ,1 ,14 ,6,1,44,48,57,75,45,77,45,67,22,23,50,46,32,76,74,75,78,77,https://sofifa.com/player/212067/camilo-vargas/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Dituro,Primera Division,34,191,86,78,78,2.4M,19K,630 ,7 ,0 ,0 ,0 ,3 ,,1,32,48,40,76,32,56,42,72,20,21,65,20,68,74,76,76,78,81,https://sofifa.com/player/207935/matias-dituro/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Sosa,Superliga,34,179,79,78,78,2.4M,13K,3420 ,38 ,99 ,51 ,1 ,15 ,6,1,55,42,65,78,50,65,38,75,45,22,25,22,63,77,70,71,81,80,https://sofifa.com/player/205409/sebastian-sosa/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matz Sels,Ligue 1,29,190,88,78,79,11M,21K,540 ,6 ,13 ,6 ,0 ,0 ,6,2,37,35,36,74,34,70,26,67,29,17,49,22,62,76,77,75,78,77,https://sofifa.com/player/199641/matz-sels/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafal Gikiewicz,Bundesliga,33,190,81,78,78,4.6M,21K,3060 ,34 ,129 ,91 ,1 ,7 ,7,2,27,29,38,78,40,66,20,68,22,12,48,19,31,79,73,64,77,82,https://sofifa.com/player/194333/rafal-gikiewicz/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwin Hitz,Bundesliga,33,194,89,78,78,4.6M,39K,1396 ,16 ,29 ,16 ,0 ,7 ,6,2,40,46,41,73,31,67,38,78,25,23,25,22,44,81,73,79,77,79,https://sofifa.com/player/190243/marwin-hitz/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Ospina,Serie A,32,183,80,78,78,7M,44K,1440 ,16 ,30 ,19 ,0 ,8 ,7,2,34,34,44,73,50,75,29,38,20,25,50,26,57,81,72,77,77,82,https://sofifa.com/player/176550/david-ospina/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudio Bravo,La Liga,38,184,80,78,78,1.6M,13K,1800 ,20 ,52 ,39 ,1 ,7 ,7,3,58,54,63,72,62,81,39,69,40,23,69,23,64,77,78,84,78,78,https://sofifa.com/player/174543/claudio-bravo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Foster,Championship,38,193,90,78,78,1.6M,27K,2070 ,23 ,47 ,29 ,1 ,10 ,6,2,47,44,45,74,50,73,32,57,15,23,41,41,63,78,77,73,78,78,https://sofifa.com/player/163155/ben-foster/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benoit Costil,Ligue 1,33,187,82,78,78,4.6M,21K,3420 ,38 ,103 ,65 ,1 ,14 ,6,2,47,51,38,76,45,49,28,65,22,22,48,15,58,77,76,76,77,80,https://sofifa.com/player/158121/benoit-costil/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfredo Talavera,Liga MX,38,186,85,78,78,1.6M,8K,2742 ,31 ,101 ,69 ,2 ,12 ,7,1,58,58,57,70,47,82,36,75,38,24,50,44,60,80,80,70,75,80,https://sofifa.com/player/156433/alfredo-talavera/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Manuel Reina Paez,Serie A,38,188,92,78,78,1.6M,27K,2610 ,29 ,76 ,45 ,0 ,9 ,6,3,43,49,50,74,60,71,34,70,32,22,65,24,64,77,78,79,79,77,https://sofifa.com/player/24630/jose-manuel-reina-paez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ales Mandous,Fortuna Liga,29,188,85,77,78,8M,900,2700 ,30 ,0 ,0 ,0 ,10 ,,1,20,18,21,67,33,42,25,73,23,13,41,13,37,77,79,80,78,76,https://sofifa.com/player/263286/ales-mandous/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illan Meslier,Premier League,21,196,74,77,84,18.5M,34K,3150 ,35 ,140 ,86 ,1 ,11 ,7,1,35,37,42,72,25,42,40,53,27,19,62,11,67,79,76,73,73,81,https://sofifa.com/player/242656/illan-meslier/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Acevedo,Liga MX,25,184,74,77,83,13M,16K,3780 ,42 ,141 ,78 ,3 ,13 ,7,1,51,51,60,72,54,83,40,45,16,14,40,17,55,81,72,69,76,81,https://sofifa.com/player/235183/carlos-acevedo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Meireles Costa,Segunda Liga,21,187,81,77,86,20.5M,7K,180 ,2 ,0 ,0 ,0 ,0 ,,1,30,36,34,76,35,53,23,63,23,18,49,14,44,75,73,69,76,80,https://sofifa.com/player/234577/diogo-meireles-costa/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Turner,Major League Soccer,27,191,79,77,78,9M,7K,2610 ,29 ,102 ,66 ,2 ,5 ,7,1,38,39,48,74,42,55,35,64,25,27,55,14,49,76,74,66,79,77,https://sofifa.com/player/233267/matt-turner/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Luciano Mantela Patricio,Major League Soccer,21,183,77,77,77,9.5M,18K,2610 ,29 ,102 ,66 ,2 ,5 ,7,1,35,34,36,76,55,70,44,85,20,18,70,15,48,79,77,75,77,71,https://sofifa.com/player/230182/lucas-luciano-mantela-patricio/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrey Lunev,Premier League,29,190,80,77,77,7M,37K,1028 ,12 ,34 ,14 ,0 ,3 ,6,1,58,54,36,76,50,60,27,70,26,20,63,15,60,78,73,64,76,81,https://sofifa.com/player/229909/andrey-lunev/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Lynch Sanchez,Premier League 2 Division One,23,197,85,77,83,13.5M,33K,270 ,3 ,0 ,0 ,0 ,2 ,,1,45,44,31,71,35,70,40,66,33,8,56,15,62,78,75,71,77,80,https://sofifa.com/player/228789/robert-lynch-sanchez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agustin Rossi,Superliga,25,195,95,77,82,12.5M,13K,540 ,6 ,13 ,9 ,1 ,1 ,6,1,39,43,35,75,37,61,35,75,24,25,52,23,53,76,74,73,79,77,https://sofifa.com/player/227275/agustin-rossi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Blake,Major League Soccer,30,188,79,77,77,7M,7K,2430 ,27 ,78 ,45 ,3 ,12 ,7,2,43,49,48,71,42,70,41,68,27,15,11,19,55,79,69,74,78,81,https://sofifa.com/player/216939/andre-blake/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helton Brant Aleixo Leite,Primeira Liga,30,196,92,77,77,7M,11K,1350 ,15 ,37 ,25 ,0 ,8 ,7,1,54,51,57,80,25,57,42,79,22,11,15,19,41,76,73,70,76,79,https://sofifa.com/player/213951/helton-brant-aleixo-leite/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred Gomis,Ligue 1,27,196,80,77,79,9.5M,32K,450 ,5 ,22 ,17 ,0 ,5 ,7,1,43,41,60,73,54,78,33,65,16,21,61,23,57,77,76,71,76,76,https://sofifa.com/player/201976/alfred-gomis/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathew Ryan,Premier League,29,184,82,77,79,8.5M,25K,990 ,11 ,16 ,7 ,0 ,3 ,6,1,53,52,53,71,50,78,34,65,36,23,68,25,64,77,75,82,76,79,https://sofifa.com/player/199005/mathew-ryan/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guilherme Alvim Marinato,Premier League,35,198,96,77,77,1.2M,22K,2224 ,25 ,63 ,38 ,1 ,14 ,6,2,37,40,44,74,30,62,34,71,35,21,55,12,63,80,71,73,76,79,https://sofifa.com/player/180714/guilherme-alvim-marinato/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Burian,Superliga,37,188,81,77,77,1.2M,8K,3510 ,39 ,116 ,79 ,2 ,18 ,7,1,50,52,63,74,59,79,45,69,45,28,33,25,57,77,72,73,80,76,https://sofifa.com/player/176526/leonardo-burian/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Krul,Championship,33,188,74,77,77,3.4M,27K,3190 ,36 ,92 ,59 ,2 ,17 ,7,2,43,35,48,72,42,74,36,63,36,15,52,42,52,77,75,71,77,79,https://sofifa.com/player/170597/tim-krul/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgi Mamardashvili,Crystalbet Erovnuli Liga,20,199,88,76,82,9.5M,15K,1620 ,18 ,0 ,0 ,0 ,2 ,,1,44,45,35,56,26,50,45,74,25,8,34,11,26,78,77,73,77,79,https://sofifa.com/player/262621/giorgi-mamardashvili/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altay Bayindir,Super Lig,23,198,73,76,82,9.5M,27K,2970 ,33 ,83 ,44 ,1 ,10 ,6,1,30,31,51,66,24,54,31,64,29,14,41,16,49,78,73,68,75,81,https://sofifa.com/player/243647/altay-bayindir/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Muller,Bundesliga,23,190,88,76,80,8.5M,16K,2790 ,31 ,113 ,66 ,1 ,6 ,6,1,43,43,42,75,41,58,34,67,25,19,42,19,38,75,73,73,74,80,https://sofifa.com/player/234833/florian-muller/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Tomas Torres De Faria,Bundesliga,37,190,82,76,76,825K,13K,2790 ,31 ,113 ,66 ,1 ,6 ,6,1,41,55,31,69,38,38,44,52,24,22,70,21,61,77,71,65,77,79,https://sofifa.com/player/230328/pierre-tomas-torres-de-faria/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson Arturo Reis Lopes,Bundesliga,21,190,88,76,79,8M,7K,2790 ,31 ,113 ,66 ,1 ,6 ,6,1,55,50,70,68,47,69,42,78,40,28,64,17,63,76,77,77,76,74,https://sofifa.com/player/230318/nelson-arturo-reis-lopes/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Marcos Anibal Dias,Bundesliga,29,192,90,76,76,5M,13K,2790 ,31 ,113 ,66 ,1 ,6 ,6,1,31,33,42,77,23,69,23,84,41,27,51,19,66,71,77,76,72,77,https://sofifa.com/player/230317/fred-marcos-anibal-dias/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Bernardoni,Ligue 1,24,190,78,76,81,9M,14K,810 ,9 ,21 ,15 ,0 ,7 ,6,2,31,27,21,67,34,70,36,68,29,25,21,19,55,77,73,74,76,80,https://sofifa.com/player/223898/paul-bernardoni/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Nubel,Bundesliga,24,193,88,76,82,9.5M,36K,90 ,1 ,2 ,2 ,0 ,0 ,6,1,49,46,34,71,58,61,39,70,23,20,22,16,32,75,67,70,76,84,https://sofifa.com/player/223885/alexander-nubel/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindrich Stanek,Fortuna Liga,25,191,93,76,79,7.5M,800,1710 ,19 ,0 ,0 ,0 ,7 ,,1,42,42,30,73,31,54,26,62,18,15,17,37,48,77,73,68,76,79,https://sofifa.com/player/221909/jindrich-stanek/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Sportiello,Serie A,29,192,87,76,76,5M,33K,1259 ,15 ,26 ,18 ,1 ,2 ,6,2,48,38,55,74,58,68,37,66,23,29,44,21,65,76,74,68,76,78,https://sofifa.com/player/216065/marco-sportiello/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartlomiej Dragowski,Serie A,23,188,74,76,80,8.5M,28K,3150 ,36 ,87 ,55 ,2 ,8 ,6,1,46,42,33,72,54,57,34,56,19,21,62,21,65,79,72,70,76,78,https://sofifa.com/player/215502/bartlomiej-dragowski/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stole Dimitrievski,La Liga 2,27,188,84,76,79,7.5M,15K,2493 ,28 ,59 ,30 ,1 ,9 ,6,1,35,38,44,63,43,60,40,72,17,21,51,21,53,75,77,73,77,78,https://sofifa.com/player/211348/stole-dimitrievski/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Rico Gonzalez,Ligue 1,27,196,90,76,78,7M,46K,22 ,1 ,2 ,2 ,0 ,0 ,6,2,48,46,51,71,43,63,36,53,25,17,53,24,55,77,73,75,73,80,https://sofifa.com/player/206652/sergio-rico-gonzalez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milan Borjan,Super Liga,33,196,84,76,76,,,90 ,1 ,0 ,0 ,0 ,7 ,,1,47,40,40,73,46,68,40,79,44,24,57,23,60,78,74,74,74,73,https://sofifa.com/player/205211/milan-borjan/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendrik Van Crombrugge,Pro League,28,188,88,76,78,6.5M,18K,1036 ,12 ,0 ,0 ,0 ,2 ,,1,37,37,53,65,43,67,37,67,34,14,49,26,62,77,73,75,77,79,https://sofifa.com/player/204308/hendrik-van-crombrugge/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Schwolow,Bundesliga,29,190,84,76,78,6M,31K,2340 ,26 ,69 ,38 ,0 ,8 ,6,2,36,39,40,79,42,72,31,65,26,13,36,22,34,75,73,63,75,80,https://sofifa.com/player/202789/alexander-schwolow/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciprian Tatarusanu,Serie A,35,198,90,76,76,825K,17K,90 ,1 ,4 ,2 ,0 ,0 ,6,2,46,43,51,74,38,65,42,73,33,26,49,16,44,74,74,74,78,77,https://sofifa.com/player/201325/ciprian-tatarusanu/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Bizot,Eredivisie,30,193,88,76,76,5M,15K,2965 ,33 ,80 ,48 ,0 ,10 ,6,2,45,47,50,75,40,67,32,64,39,17,47,36,47,79,73,69,75,76,https://sofifa.com/player/200110/marco-bizot/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lars Unnerstall,Eredivisie,30,198,103,76,76,5M,9K,90 ,1 ,0 ,0 ,0 ,1 ,6,1,28,37,19,69,20,40,35,82,36,21,42,16,58,75,75,70,76,77,https://sofifa.com/player/199833/lars-unnerstall/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Riemann,2. Bundesliga,32,186,83,76,76,3.7M,18K,2619 ,30 ,90 ,54 ,2 ,11 ,7,1,57,45,49,71,64,70,43,65,38,32,69,34,67,76,72,83,74,79,https://sofifa.com/player/199339/manuel-riemann/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Robles Blazquez,La Liga,31,195,90,76,76,4M,17K,1620 ,18 ,38 ,28 ,1 ,6 ,6,1,50,56,50,70,39,59,25,72,23,22,41,15,54,77,74,73,74,78,https://sofifa.com/player/195668/joel-robles-blazquez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Luthe,Bundesliga,34,195,85,76,76,1.3M,22K,2769 ,31 ,90 ,67 ,1 ,5 ,6,1,35,43,39,73,34,61,36,74,22,21,49,21,23,77,70,61,78,77,https://sofifa.com/player/192665/andreas-luthe/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Mccarthy,Premier League,31,193,79,76,76,4M,36K,2700 ,30 ,93 ,64 ,0 ,7 ,6,1,58,56,35,74,43,68,35,63,35,22,50,41,61,74,74,61,74,82,https://sofifa.com/player/189324/alex-mccarthy/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo Cota,Liga MX,33,183,86,76,76,2.4M,18K,3060 ,34 ,95 ,58 ,0 ,10 ,6,1,59,56,52,73,60,69,36,80,29,14,55,25,65,75,70,67,79,79,https://sofifa.com/player/186098/rodolfo-cota/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Grohe,Pro League,34,188,81,76,76,1.3M,27K,2610 ,29 ,0 ,0 ,0 ,6 ,,2,43,32,40,73,34,50,28,65,45,27,63,24,69,76,74,66,75,77,https://sofifa.com/player/167959/marcelo-grohe/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose De Jesus Corona,Liga MX,40,184,84,76,76,825K,24K,3690 ,41 ,111 ,63 ,1 ,18 ,7,1,40,38,61,70,60,79,25,60,11,23,40,21,63,71,77,67,81,75,https://sofifa.com/player/156412/jose-de-jesus-corona/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Hart,Premier League,34,196,91,76,76,1.3M,36K,0 ,0 ,0 ,0 ,0 ,0 ,,2,55,56,52,74,32,69,40,76,36,25,42,30,64,72,76,68,75,77,https://sofifa.com/player/150724/joe-hart/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andriy Pyatov,Premier League,37,190,92,76,76,825K,500,360 ,4 ,0 ,0 ,0 ,1 ,,2,44,44,56,71,32,73,37,84,35,23,60,15,61,73,69,78,83,75,https://sofifa.com/player/142902/andriy-pyatov/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ondrej Kolar,Fortuna Liga,26,193,81,75,77,5.5M,750,2790 ,31 ,0 ,0 ,0 ,16 ,,1,52,55,47,66,24,44,25,71,17,11,51,15,66,75,73,78,74,76,https://sofifa.com/player/244467/ondrej-kolar/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guglielmo Vicario,Serie A,24,188,76,75,81,7M,18K,360 ,4 ,15 ,9 ,0 ,1 ,7,1,28,29,33,62,33,49,18,53,17,15,55,13,55,76,73,68,76,78,https://sofifa.com/player/240091/guglielmo-vicario/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Cardenas Lindez,La Liga,24,186,80,75,82,9.5M,15K,630 ,7 ,11 ,6 ,0 ,2 ,6,1,45,43,55,75,42,69,26,52,21,6,34,17,42,77,68,74,70,82,https://sofifa.com/player/236033/daniel-cardenas-lindez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionut Andrei Radu,Serie A,24,188,78,75,79,6.5M,43K,134 ,2 ,5 ,3 ,0 ,0 ,7,1,42,38,43,65,40,59,32,58,22,14,37,15,56,79,69,72,75,80,https://sofifa.com/player/234102/ionut-andrei-radu/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaique Osvaldo Castro Rodrigues,Serie A,25,190,88,75,75,4.6M,16K,134 ,2 ,5 ,3 ,0 ,0 ,7,1,34,38,31,72,41,67,41,81,36,22,51,19,67,77,76,61,72,73,https://sofifa.com/player/230323/kaique-osvaldo-castro-rodrigues/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandre Jonas Santos Fernandes,Serie A,29,177,74,75,75,3.8M,12K,134 ,2 ,5 ,3 ,0 ,0 ,7,1,38,35,67,72,62,53,31,64,39,14,69,17,66,74,71,69,75,76,https://sofifa.com/player/230195/alexandre-jonas-santos-fernandes/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simao Alvin Donatinho Garcia,Serie A,25,188,82,75,75,4.6M,19K,134 ,2 ,5 ,3 ,0 ,0 ,7,1,41,46,58,75,48,69,32,60,42,15,58,29,59,76,70,77,75,75,https://sofifa.com/player/230165/simao-alvin-donatinho-garcia/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Diaz,Superliga,35,187,87,75,75,625K,7K,630 ,7 ,10 ,8 ,0 ,2 ,6,1,39,47,37,73,35,60,35,74,45,18,50,23,33,75,73,65,79,74,https://sofifa.com/player/226379/marcos-diaz/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Gallese,Major League Soccer,31,191,79,75,75,3M,7K,2070 ,23 ,71 ,43 ,1 ,7 ,7,1,45,49,34,76,57,58,30,49,22,25,59,22,53,76,73,66,73,77,https://sofifa.com/player/225701/pedro-gallese/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Provedel,Serie B,27,192,84,75,77,5M,13K,0 ,0 ,0 ,0 ,0 ,0 ,,1,44,40,38,70,44,56,28,56,27,22,56,22,62,75,73,71,73,77,https://sofifa.com/player/224987/ivan-provedel/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Zentner,Bundesliga,26,194,96,75,77,5.5M,17K,2790 ,31 ,99 ,61 ,0 ,5 ,6,1,65,65,30,73,45,60,27,81,38,18,22,25,32,76,70,59,72,80,https://sofifa.com/player/224251/robin-zentner/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezequiel Unsain,Superliga,26,188,83,75,78,5.5M,11K,360 ,4 ,8 ,4 ,0 ,1 ,6,1,59,55,61,71,55,73,44,69,33,26,50,33,53,79,69,76,71,79,https://sofifa.com/player/222511/ezequiel-unsain/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Von Ballmoos,Super League,26,192,90,75,79,6M,12K,2759 ,31 ,68 ,33 ,0 ,15 ,6,1,53,47,51,66,53,68,37,74,25,26,42,28,61,76,75,74,74,76,https://sofifa.com/player/219244/david-von-ballmoos/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guido Herrera,Super Lig,29,187,67,75,76,4.3M,12K,270 ,3 ,3 ,2 ,0 ,0 ,6,1,61,55,53,71,57,71,45,67,31,28,53,28,57,75,73,73,75,77,https://sofifa.com/player/215251/guido-herrera/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
