,Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
112,Agustin Rossi,Superliga,25,195,95,77,82,12500000.0,13000.0,540,6,13,9,1,1,6.0,1,39,43,35,75,37,61,35,75,24,25,52,23,53,76,74,73,79,77,https://sofifa.com/player/227275/agustin-rossi/220039/
113,Alfred Gomis,Ligue 1,27,196,80,77,79,9500000.0,32000.0,450,5,22,17,0,5,7.0,1,43,41,60,73,54,78,33,65,16,21,61,23,57,77,76,71,76,76,https://sofifa.com/player/201976/alfred-gomis/220039/
114,Carlos Acevedo,Liga MX,25,184,74,77,83,13000000.0,16000.0,3780,42,141,78,3,13,7.0,1,51,51,60,72,54,83,40,45,16,14,40,17,55,81,72,69,76,81,https://sofifa.com/player/235183/carlos-acevedo/220039/
115,Leonardo Burian,Superliga,37,188,81,77,77,1200000.0,8000.0,3510,39,116,79,2,18,7.0,1,50,52,63,74,59,79,45,69,45,28,33,25,57,77,72,73,80,76,https://sofifa.com/player/176526/leonardo-burian/220039/
116,Tim Krul,Championship,33,188,74,77,77,3400000.0,27000.0,3190,36,92,59,2,17,7.0,2,43,35,48,72,42,74,36,63,36,15,52,42,52,77,75,71,77,79,https://sofifa.com/player/170597/tim-krul/220039/
117,Illan Meslier,Premier League,21,196,74,77,84,18500000.0,34000.0,3150,35,140,86,1,11,7.0,1,35,37,42,72,25,42,40,53,27,19,62,11,67,79,76,73,73,81,https://sofifa.com/player/242656/illan-meslier/220039/
118,Ales Mandous,Fortuna Liga,29,188,85,77,78,8000000.0,900.0,2700,30,0,0,0,10,,1,20,18,21,67,33,42,25,73,23,13,41,13,37,77,79,80,78,76,https://sofifa.com/player/263286/ales-mandous/220039/
119,Robert Lynch Sanchez,Premier League 2 Division One,23,197,85,77,83,13500000.0,33000.0,270,3,0,0,0,2,,1,45,44,31,71,35,70,40,66,33,8,56,15,62,78,75,71,77,80,https://sofifa.com/player/228789/robert-lynch-sanchez/220039/
120,Matt Turner,Major League Soccer,27,191,79,77,78,9000000.0,7000.0,2610,29,102,66,2,5,7.0,1,38,39,48,74,42,55,35,64,25,27,55,14,49,76,74,66,79,77,https://sofifa.com/player/233267/matt-turner/220039/
121,Lucas Luciano Mantela Patricio,Major League Soccer,21,183,77,77,77,9500000.0,18000.0,2610,29,102,66,2,5,7.0,1,35,34,36,76,55,70,44,85,20,18,70,15,48,79,77,75,77,71,https://sofifa.com/player/230182/lucas-luciano-mantela-patricio/220039/
122,Andre Blake,Major League Soccer,30,188,79,77,77,7000000.0,7000.0,2430,27,78,45,3,12,7.0,2,43,49,48,71,42,70,41,68,27,15,11,19,55,79,69,74,78,81,https://sofifa.com/player/216939/andre-blake/220039/
123,Guilherme Alvim Marinato,Premier League,35,198,96,77,77,1200000.0,22000.0,2224,25,63,38,1,14,6.0,2,37,40,44,74,30,62,34,71,35,21,55,12,63,80,71,73,76,79,https://sofifa.com/player/180714/guilherme-alvim-marinato/220039/
124,Diogo Meireles Costa,Segunda Liga,21,187,81,77,86,20500000.0,7000.0,180,2,0,0,0,0,,1,30,36,34,76,35,53,23,63,23,18,49,14,44,75,73,69,76,80,https://sofifa.com/player/234577/diogo-meireles-costa/220039/
125,Helton Brant Aleixo Leite,Primeira Liga,30,196,92,77,77,7000000.0,11000.0,1350,15,37,25,0,8,7.0,1,54,51,57,80,25,57,42,79,22,11,15,19,41,76,73,70,76,79,https://sofifa.com/player/213951/helton-brant-aleixo-leite/220039/
126,Andrey Lunev,Premier League,29,190,80,77,77,7000000.0,37000.0,1028,12,34,14,0,3,6.0,1,58,54,36,76,50,60,27,70,26,20,63,15,60,78,73,64,76,81,https://sofifa.com/player/229909/andrey-lunev/220039/
127,Alexander Nubel,Bundesliga,24,193,88,76,82,9500000.0,36000.0,90,1,2,2,0,0,6.0,1,49,46,34,71,58,61,39,70,23,20,22,16,32,75,67,70,76,84,https://sofifa.com/player/223885/alexander-nubel/220039/
128,Milan Borjan,Super Liga,33,196,84,76,76,,,90,1,0,0,0,7,,1,47,40,40,73,46,68,40,79,44,24,57,23,60,78,74,74,74,73,https://sofifa.com/player/205211/milan-borjan/220039/
129,Ciprian Tatarusanu,Serie A,35,198,90,76,76,825000.0,17000.0,90,1,4,2,0,0,6.0,2,46,43,51,74,38,65,42,73,33,26,49,16,44,74,74,74,78,77,https://sofifa.com/player/201325/ciprian-tatarusanu/220039/
130,Lars Unnerstall,Eredivisie,30,198,103,76,76,5000000.0,9000.0,90,1,0,0,0,1,6.0,1,28,37,19,69,20,40,35,82,36,21,42,16,58,75,75,70,76,77,https://sofifa.com/player/199833/lars-unnerstall/220039/
131,Paul Bernardoni,Ligue 1,24,190,78,76,81,9000000.0,14000.0,810,9,21,15,0,7,6.0,2,31,27,21,67,34,70,36,68,29,25,21,19,55,77,73,74,76,80,https://sofifa.com/player/223898/paul-bernardoni/220039/
132,Jose De Jesus Corona,Liga MX,40,184,84,76,76,825000.0,24000.0,3690,41,111,63,1,18,7.0,1,40,38,61,70,60,79,25,60,11,23,40,21,63,71,77,67,81,75,https://sofifa.com/player/156412/jose-de-jesus-corona/220039/
133,Andriy Pyatov,Premier League,37,190,92,76,76,825000.0,500.0,360,4,0,0,0,1,,2,44,44,56,71,32,73,37,84,35,23,60,15,61,73,69,78,83,75,https://sofifa.com/player/142902/andriy-pyatov/220039/
134,Bartlomiej Dragowski,Serie A,23,188,74,76,80,8500000.0,28000.0,3150,36,87,55,2,8,6.0,1,46,42,33,72,54,57,34,56,19,21,62,21,65,79,72,70,76,78,https://sofifa.com/player/215502/bartlomiej-dragowski/220039/
135,Rodolfo Cota,Liga MX,33,183,86,76,76,2400000.0,18000.0,3060,34,95,58,0,10,6.0,1,59,56,52,73,60,69,36,80,29,14,55,25,65,75,70,67,79,79,https://sofifa.com/player/186098/rodolfo-cota/220039/
136,Altay Bayindir,Super Lig,23,198,73,76,82,9500000.0,27000.0,2970,33,83,44,1,10,6.0,1,30,31,51,66,24,54,31,64,29,14,41,16,49,78,73,68,75,81,https://sofifa.com/player/243647/altay-bayindir/220039/
137,Marco Bizot,Eredivisie,30,193,88,76,76,5000000.0,15000.0,2965,33,80,48,0,10,6.0,2,45,47,50,75,40,67,32,64,39,17,47,36,47,79,73,69,75,76,https://sofifa.com/player/200110/marco-bizot/220039/
138,Florian Muller,Bundesliga,23,190,88,76,80,8500000.0,16000.0,2790,31,113,66,1,6,6.0,1,43,43,42,75,41,58,34,67,25,19,42,19,38,75,73,73,74,80,https://sofifa.com/player/234833/florian-muller/220039/
139,Pierre Tomas Torres De Faria,Bundesliga,37,190,82,76,76,825000.0,13000.0,2790,31,113,66,1,6,6.0,1,41,55,31,69,38,38,44,52,24,22,70,21,61,77,71,65,77,79,https://sofifa.com/player/230328/pierre-tomas-torres-de-faria/220039/
140,Nelson Arturo Reis Lopes,Bundesliga,21,190,88,76,79,8000000.0,7000.0,2790,31,113,66,1,6,6.0,1,55,50,70,68,47,69,42,78,40,28,64,17,63,76,77,77,76,74,https://sofifa.com/player/230318/nelson-arturo-reis-lopes/220039/
141,Fred Marcos Anibal Dias,Bundesliga,29,192,90,76,76,5000000.0,13000.0,2790,31,113,66,1,6,6.0,1,31,33,42,77,23,69,23,84,41,27,51,19,66,71,77,76,72,77,https://sofifa.com/player/230317/fred-marcos-anibal-dias/220039/
142,Andreas Luthe,Bundesliga,34,195,85,76,76,1300000.0,22000.0,2769,31,90,67,1,5,6.0,1,35,43,39,73,34,61,36,74,22,21,49,21,23,77,70,61,78,77,https://sofifa.com/player/192665/andreas-luthe/220039/
143,Alex Mccarthy,Premier League,31,193,79,76,76,4000000.0,36000.0,2700,30,93,64,0,7,6.0,1,58,56,35,74,43,68,35,63,35,22,50,41,61,74,74,61,74,82,https://sofifa.com/player/189324/alex-mccarthy/220039/
144,Manuel Riemann,2. Bundesliga,32,186,83,76,76,3700000.0,18000.0,2619,30,90,54,2,11,7.0,1,57,45,49,71,64,70,43,65,38,32,69,34,67,76,72,83,74,79,https://sofifa.com/player/199339/manuel-riemann/220039/
145,Marcelo Grohe,Pro League,34,188,81,76,76,1300000.0,27000.0,2610,29,0,0,0,6,,2,43,32,40,73,34,50,28,65,45,27,63,24,69,76,74,66,75,77,https://sofifa.com/player/167959/marcelo-grohe/220039/
146,Stole Dimitrievski,La Liga 2,27,188,84,76,79,7500000.0,15000.0,2493,28,59,30,1,9,6.0,1,35,38,44,63,43,60,40,72,17,21,51,21,53,75,77,73,77,78,https://sofifa.com/player/211348/stole-dimitrievski/220039/
147,Alexander Schwolow,Bundesliga,29,190,84,76,78,6000000.0,31000.0,2340,26,69,38,0,8,6.0,2,36,39,40,79,42,72,31,65,26,13,36,22,34,75,73,63,75,80,https://sofifa.com/player/202789/alexander-schwolow/220039/
148,Sergio Rico Gonzalez,Ligue 1,27,196,90,76,78,7000000.0,46000.0,22,1,2,2,0,0,6.0,2,48,46,51,71,43,63,36,53,25,17,53,24,55,77,73,75,73,80,https://sofifa.com/player/206652/sergio-rico-gonzalez/220039/
149,Jindrich Stanek,Fortuna Liga,25,191,93,76,79,7500000.0,800.0,1710,19,0,0,0,7,,1,42,42,30,73,31,54,26,62,18,15,17,37,48,77,73,68,76,79,https://sofifa.com/player/221909/jindrich-stanek/220039/
150,Giorgi Mamardashvili,Crystalbet Erovnuli Liga,20,199,88,76,82,9500000.0,15000.0,1620,18,0,0,0,2,,1,44,45,35,56,26,50,45,74,25,8,34,11,26,78,77,73,77,79,https://sofifa.com/player/262621/giorgi-mamardashvili/220039/
151,Joel Robles Blazquez,La Liga,31,195,90,76,76,4000000.0,17000.0,1620,18,38,28,1,6,6.0,1,50,56,50,70,39,59,25,72,23,22,41,15,54,77,74,73,74,78,https://sofifa.com/player/195668/joel-robles-blazquez/220039/
152,Marco Sportiello,Serie A,29,192,87,76,76,5000000.0,33000.0,1259,15,26,18,1,2,6.0,2,48,38,55,74,58,68,37,66,23,29,44,21,65,76,74,68,76,78,https://sofifa.com/player/216065/marco-sportiello/220039/
153,Hendrik Van Crombrugge,Pro League,28,188,88,76,78,6500000.0,18000.0,1036,12,0,0,0,2,,1,37,37,53,65,43,67,37,67,34,14,49,26,62,77,73,75,77,79,https://sofifa.com/player/204308/hendrik-van-crombrugge/220039/
154,Joe Hart,Premier League,34,196,91,76,76,1300000.0,36000.0,0,0,0,0,0,0,,2,55,56,52,74,32,69,40,76,36,25,42,30,64,72,76,68,75,77,https://sofifa.com/player/150724/joe-hart/220039/
155,Robin Olsen,Championship,31,196,86,75,75,3000000.0,31000.0,990,11,27,13,0,1,6.0,1,31,40,32,70,33,40,37,75,27,20,55,26,45,76,74,74,75,75,https://sofifa.com/player/207557/robin-olsen/220039/
156,Paulo Victor Mileo Vidotti,Serie A,34,187,82,75,75,950000.0,8000.0,90,1,3,3,0,0,6.0,1,38,49,48,70,50,56,30,57,29,16,33,14,44,71,72,70,75,81,https://sofifa.com/player/193107/paulo-victor-mileo-vidotti/220039/
157,Paulo Gazzaniga,La Liga,29,196,90,75,75,3800000.0,38000.0,720,8,15,6,0,2,6.0,1,59,58,58,60,52,76,42,56,40,19,64,40,61,77,75,81,74,77,https://sofifa.com/player/205186/paulo-gazzaniga/220039/
158,Fraser Forster,Premier League,33,201,93,75,75,1800000.0,34000.0,720,8,20,16,1,2,6.0,2,26,35,44,70,42,69,29,80,44,22,48,22,54,76,71,64,74,79,https://sofifa.com/player/172203/fraser-forster/220039/
159,Rune Almenning Jarstein,Bundesliga,36,190,86,75,75,625000.0,18000.0,720,8,21,18,1,1,6.0,2,38,36,34,70,45,59,25,70,34,19,49,13,50,73,71,69,80,77,https://sofifa.com/player/104389/rune-almenning-jarstein/220039/
160,Daniel Cardenas Lindez,La Liga,24,186,80,75,82,9500000.0,15000.0,630,7,11,6,0,2,6.0,1,45,43,55,75,42,69,26,52,21,6,34,17,42,77,68,74,70,82,https://sofifa.com/player/236033/daniel-cardenas-lindez/220039/
161,Marcos Diaz,Superliga,35,187,87,75,75,625000.0,7000.0,630,7,10,8,0,2,6.0,1,39,47,37,73,35,60,35,74,45,18,50,23,33,75,73,65,79,74,https://sofifa.com/player/226379/marcos-diaz/220039/
162,Asmir Begovic,Championship,34,199,101,75,75,950000.0,47000.0,4230,47,123,66,1,16,6.0,3,42,44,42,70,40,38,36,79,42,21,34,40,58,75,77,73,73,71,https://sofifa.com/player/172723/asmir-begovic/220039/
163,Gabriel Vasconcelos F,Serie B,28,193,90,75,76,4500000.0,4000.0,3600,40,106,78,1,9,6.0,1,38,34,51,69,48,72,34,60,28,25,45,22,65,77,69,68,75,79,https://sofifa.com/player/201931/gabriel-vasconcelos-f/220039/
164,Guglielmo Vicario,Serie A,24,188,76,75,81,7000000.0,18000.0,360,4,15,9,0,1,7.0,1,28,29,33,62,33,49,18,53,17,15,55,13,55,76,73,68,76,78,https://sofifa.com/player/240091/guglielmo-vicario/220039/
165,Ezequiel Unsain,Superliga,26,188,83,75,78,5500000.0,11000.0,360,4,8,4,0,1,6.0,1,59,55,61,71,55,73,44,69,33,26,50,33,53,79,69,76,71,79,https://sofifa.com/player/222511/ezequiel-unsain/220039/
166,Sam Johnstone,Premier League,28,193,85,75,77,4800000.0,31000.0,3330,37,166,103,1,6,7.0,2,45,38,55,68,27,63,42,68,24,17,48,42,32,77,72,68,74,77,https://sofifa.com/player/206075/sam-johnstone/220039/
167,Jean Louis Leca,Ligue 1,35,180,75,75,75,625000.0,13000.0,3315,37,88,57,0,8,6.0,2,50,41,44,75,45,65,24,69,45,22,27,14,61,75,72,76,73,77,https://sofifa.com/player/153275/jean-louis-leca/220039/
168,Remko Pasveer,Eredivisie,37,188,88,75,75,625000.0,8000.0,2970,33,98,52,1,12,7.0,1,46,44,42,68,36,65,35,70,30,13,59,28,57,73,72,83,76,76,https://sofifa.com/player/162328/remko-pasveer/220039/
169,Giorgi Makaridze,La Liga 2,31,194,80,75,75,3000000.0,9000.0,2910,33,82,44,1,9,6.0,1,43,45,46,72,52,62,29,74,19,17,46,29,24,77,73,65,73,74,https://sofifa.com/player/190734/giorgi-makaridze/220039/
170,Sven Ulreich,2. Bundesliga,32,192,87,75,75,2800000.0,41000.0,2880,32,87,46,0,9,6.0,2,41,40,36,75,39,66,29,63,25,14,42,22,45,75,69,62,73,79,https://sofifa.com/player/186569/sven-ulreich/220039/
171,Ondrej Kolar,Fortuna Liga,26,193,81,75,77,5500000.0,750.0,2790,31,0,0,0,16,,1,52,55,47,66,24,44,25,71,17,11,51,15,66,75,73,78,74,76,https://sofifa.com/player/244467/ondrej-kolar/220039/
172,Robin Zentner,Bundesliga,26,194,96,75,77,5500000.0,17000.0,2790,31,99,61,0,5,6.0,1,65,65,30,73,45,60,27,81,38,18,22,25,32,76,70,59,72,80,https://sofifa.com/player/224251/robin-zentner/220039/
173,Heinz Lindner,Super League,30,188,82,75,75,3700000.0,11000.0,2790,31,100,58,1,8,6.0,1,41,43,45,69,41,63,32,52,30,12,55,19,64,78,71,67,75,77,https://sofifa.com/player/193247/heinz-lindner/220039/
174,David Von Ballmoos,Super League,26,192,90,75,79,6000000.0,12000.0,2759,31,68,33,0,15,6.0,1,53,47,51,66,53,68,37,74,25,26,42,28,61,76,75,74,74,76,https://sofifa.com/player/219244/david-von-ballmoos/220039/
175,Guido Herrera,Super Lig,29,187,67,75,76,4300000.0,12000.0,270,3,3,2,0,0,6.0,1,61,55,53,71,57,71,45,67,31,28,53,28,57,75,73,73,75,77,https://sofifa.com/player/215251/guido-herrera/220039/
176,Martin Silva,Division 1,38,186,80,75,75,625000.0,600.0,2610,29,0,0,0,10,,1,30,32,34,62,39,46,23,43,33,23,47,25,66,78,73,72,73,81,https://sofifa.com/player/198653/martin-silva/220039/
177,Lukasz Skorupski,Serie A,30,187,84,75,76,4200000.0,22000.0,2520,28,103,64,2,4,6.0,2,51,51,48,68,38,66,31,58,33,17,32,22,58,78,72,54,74,81,https://sofifa.com/player/189908/lukasz-skorupski/220039/
178,Hyeon Woo Jo,K-League 1,29,189,75,75,75,3800000.0,9000.0,2430,27,0,0,0,11,,1,52,50,31,72,53,56,29,33,19,17,63,19,63,76,71,60,73,81,https://sofifa.com/player/212432/hyeon-woo-jo/220039/
179,Allan Mcgregor,Premiership,39,183,74,75,75,625000.0,20000.0,2430,27,58,35,0,17,7.0,2,33,41,65,71,51,73,30,71,45,20,61,23,68,76,73,69,76,75,https://sofifa.com/player/49000/allan-mcgregor/220039/
180,Karl Darlow,Premier League,30,190,88,75,75,3700000.0,26000.0,2250,25,88,59,1,4,6.0,1,60,54,64,68,64,69,44,60,13,26,37,19,53,77,71,68,74,78,https://sofifa.com/player/193331/karl-darlow/220039/
181,Pedro Gallese,Major League Soccer,31,191,79,75,75,3000000.0,7000.0,2070,23,71,43,1,7,7.0,1,45,49,34,76,57,58,30,49,22,25,59,22,53,76,73,66,73,77,https://sofifa.com/player/225701/pedro-gallese/220039/
182,Antony Silva,Liga MX,37,190,92,75,75,625000.0,5000.0,1955,22,78,47,0,8,7.0,1,38,40,45,73,31,57,32,74,32,17,54,25,37,76,70,66,77,77,https://sofifa.com/player/214373/antony-silva/220039/
183,Timo Horn,Bundesliga Play-offs,28,192,90,75,77,4800000.0,20000.0,180,2,4,3,0,0,6.0,2,45,51,50,79,31,64,31,67,41,22,45,21,25,75,76,58,70,78,https://sofifa.com/player/200316/timo-horn/220039/
184,Ionut Andrei Radu,Serie A,24,188,78,75,79,6500000.0,43000.0,134,2,5,3,0,0,7.0,1,42,38,43,65,40,59,32,58,22,14,37,15,56,79,69,72,75,80,https://sofifa.com/player/234102/ionut-andrei-radu/220039/
185,Kaique Osvaldo Castro Rodrigues,Serie A,25,190,88,75,75,4600000.0,16000.0,134,2,5,3,0,0,7.0,1,34,38,31,72,41,67,41,81,36,22,51,19,67,77,76,61,72,73,https://sofifa.com/player/230323/kaique-osvaldo-castro-rodrigues/220039/
186,Alexandre Jonas Santos Fernandes,Serie A,29,177,74,75,75,3800000.0,12000.0,134,2,5,3,0,0,7.0,1,38,35,67,72,62,53,31,64,39,14,69,17,66,74,71,69,75,76,https://sofifa.com/player/230195/alexandre-jonas-santos-fernandes/220039/
187,Simao Alvin Donatinho Garcia,Serie A,25,188,82,75,75,4600000.0,19000.0,134,2,5,3,0,0,7.0,1,41,46,58,75,48,69,32,60,42,15,58,29,59,76,70,77,75,75,https://sofifa.com/player/230165/simao-alvin-donatinho-garcia/220039/
188,Nicolas Vikonis,Liga MX,37,184,88,75,75,625000.0,7000.0,1215,14,42,18,0,7,6.0,1,46,49,38,73,42,60,34,60,27,23,41,22,60,75,71,71,76,75,https://sofifa.com/player/214076/nicolas-vikonis/220039/
189,Maarten Stekelenburg,Eredivisie,38,197,92,75,75,625000.0,8000.0,1080,12,26,17,1,6,7.0,2,30,36,30,69,27,55,25,77,41,26,40,23,59,74,74,75,76,74,https://sofifa.com/player/2147/maarten-stekelenburg/220039/
190,Ivan Provedel,Serie B,27,192,84,75,77,5000000.0,13000.0,0,0,0,0,0,0,,1,44,40,38,70,44,56,28,56,27,22,56,22,62,75,73,71,73,77,https://sofifa.com/player/224987/ivan-provedel/220039/
191,Iago Herrerin Buisan,La Liga,33,187,89,75,75,1800000.0,15000.0,0,0,0,0,0,0,,1,47,38,45,72,54,60,41,77,37,23,40,25,58,76,75,80,73,72,https://sofifa.com/player/193152/iago-herrerin-buisan/220039/
192,Tom Heaton,Premier League,35,188,85,75,75,625000.0,40000.0,0,0,0,0,0,0,,2,56,55,54,70,52,73,40,66,31,24,46,24,62,73,74,73,78,75,https://sofifa.com/player/163264/tom-heaton/220039/
193,Jorge Broun,Superliga,35,190,90,74,74,475000.0,8000.0,990,11,24,9,0,5,6.0,1,41,45,30,72,44,68,30,79,18,17,38,23,27,71,68,69,76,77,https://sofifa.com/player/216033/jorge-broun/220039/
194,Etienne Green,National 3: Auvergne-Rhône-Alpes,20,192,78,74,82,8000000.0,13000.0,90,1,0,0,0,0,,1,28,22,38,69,29,37,34,74,23,7,32,12,35,73,71,74,73,77,https://sofifa.com/player/259166/etienne-green/220039/
195,Denys Boyko,Premier League,33,197,85,74,74,1400000.0,700.0,90,1,0,0,0,1,,2,49,48,58,70,28,73,33,79,38,12,42,15,64,76,69,75,74,73,https://sofifa.com/player/232226/denys-boyko/220039/
196,Darren Randolph,Premier League 2 Division One,34,188,78,74,74,725000.0,37000.0,90,1,0,0,0,0,,1,41,44,50,72,43,61,34,57,29,18,35,30,36,76,72,66,72,75,https://sofifa.com/player/169697/darren-randolph/220039/
197,Francisco Casilla Cortes,Premier League 2 Divison Two,34,190,86,74,74,725000.0,43000.0,450,5,0,0,0,3,,2,46,49,43,73,58,69,41,71,45,20,62,23,60,75,72,74,71,75,https://sofifa.com/player/177644/francisco-casilla-cortes/220039/
198,David Raya Martin,Championship,25,183,75,74,78,4600000.0,27000.0,4050,45,96,62,0,17,7.0,1,58,46,70,72,45,70,29,38,29,11,65,26,49,73,73,76,73,74,https://sofifa.com/player/220901/david-raya-martin/220039/
199,Sebastian Viera,Liga BetPlay,38,184,86,74,74,475000.0,2000.0,4050,45,55,32,0,15,6.0,1,40,37,45,64,51,69,28,60,31,22,55,22,61,71,73,71,75,76,https://sofifa.com/player/161663/sebastian-viera/220039/
200,Freddie Woodman,Premier League,24,188,83,74,79,5000000.0,20000.0,360,4,10,6,1,0,6.0,1,45,50,38,72,37,48,30,46,32,26,38,20,54,75,69,70,72,75,https://sofifa.com/player/222514/freddie-woodman/220039/
201,Claudio Pires De Morais Ramos,Segunda Liga,29,183,78,74,75,3200000.0,9000.0,360,4,0,0,0,1,,1,55,54,62,70,65,72,44,77,27,21,55,13,44,78,72,64,71,74,https://sofifa.com/player/198513/claudio-pires-de-morais-ramos/220039/
202,Diego Marino Villar,La Liga 2,31,187,77,74,74,2200000.0,8000.0,3510,39,108,51,1,20,7.0,1,48,52,66,74,46,75,35,69,30,26,54,23,59,75,73,68,70,77,https://sofifa.com/player/199493/diego-marino-villar/220039/
203,Manuel Reina Rodriguez,La Liga 2,36,186,81,74,74,475000.0,11000.0,3510,39,77,45,0,22,6.0,1,54,59,57,73,58,66,44,65,35,23,31,24,50,72,70,68,75,76,https://sofifa.com/player/173178/manuel-reina-rodriguez/220039/
204,Lorenzo Montipo,Serie A,25,191,82,74,78,4600000.0,3000.0,3330,37,105,75,1,7,6.0,1,40,42,46,71,49,54,35,55,24,18,40,29,50,74,71,70,72,76,https://sofifa.com/player/215363/lorenzo-montipo/220039/
205,Adrian Semper,Serie B,23,194,89,74,77,4500000.0,10000.0,3240,36,84,59,2,13,6.0,1,30,32,31,68,22,31,21,51,28,11,65,15,25,74,74,63,75,75,https://sofifa.com/player/244274/adrian-semper/220039/
206,Luigi Sepe,Serie A,30,185,75,74,74,2800000.0,4000.0,3240,36,109,68,0,5,6.0,1,42,46,40,72,34,57,23,68,12,20,43,17,63,74,71,70,72,76,https://sofifa.com/player/191011/luigi-sepe/220039/
207,Gauthier Gallon,Ligue 2,28,186,79,74,76,3600000.0,14000.0,3150,35,76,45,1,15,6.0,1,40,40,38,65,54,59,29,64,30,22,52,19,56,75,71,72,73,76,https://sofifa.com/player/214680/gauthier-gallon/220039/
208,Joel Drommel,Eredivisie,24,193,90,74,80,5500000.0,10000.0,3060,34,111,63,2,6,6.0,1,50,52,62,65,49,75,43,70,22,10,53,32,65,74,73,77,73,77,https://sofifa.com/player/228279/joel-drommel/220039/
209,Lucas Hoyos,Superliga,32,183,76,74,74,2100000.0,10000.0,3060,34,79,49,0,17,6.0,1,65,57,62,70,67,73,45,60,42,29,48,29,63,79,69,68,66,80,https://sofifa.com/player/224348/lucas-hoyos/220039/
210,Sokratis Dioudis,Super League,28,189,75,74,76,3600000.0,650.0,3060,34,0,0,0,13,,1,40,45,63,66,59,72,33,65,18,21,34,28,56,76,72,68,73,78,https://sofifa.com/player/207683/sokratis-dioudis/220039/
211,Alexandre Oukidja,Ligue 1,32,184,80,74,74,2100000.0,13000.0,3060,34,89,57,1,8,6.0,2,48,45,54,68,58,67,35,73,32,18,31,24,57,72,73,69,74,75,https://sofifa.com/player/176772/alexandre-oukidja/220039/
212,Yoel Rodriguez Oterino,La Liga,32,185,78,74,74,2100000.0,8000.0,299,4,3,0,0,0,6.0,2,35,43,40,74,47,65,34,70,35,19,45,25,57,74,73,70,72,71,https://sofifa.com/player/185181/yoel-rodriguez-oterino/220039/
213,Yvon Mvogo,Eredivisie,27,189,93,74,77,4099999.0,38000.0,2970,33,76,53,1,11,6.0,1,43,41,58,71,57,71,28,74,37,13,58,20,30,75,71,74,73,76,https://sofifa.com/player/206003/yvon-mvogo/220039/
214,Sinan Bolat,Pro League,32,186,83,74,74,2100000.0,15000.0,2970,33,27,16,0,11,6.0,1,48,38,52,68,43,65,26,72,35,11,55,28,65,71,76,74,73,72,https://sofifa.com/player/162220/sinan-bolat/220039/
215,Jonathan Orozco,Liga MX,35,184,81,74,74,475000.0,9000.0,2850,32,114,57,1,8,6.0,1,59,59,70,73,64,84,45,75,45,19,70,25,70,70,72,81,76,70,https://sofifa.com/player/163301/jonathan-orozco/220039/
216,Jacob Rinne,Superliga,28,188,86,74,76,3600000.0,11000.0,2836,32,100,50,0,8,7.0,1,46,47,47,69,33,57,35,68,27,15,68,26,66,73,72,74,72,75,https://sofifa.com/player/221584/jacob-rinne/220039/
217,Javier Burrai,Liga Pro,30,188,82,74,74,2800000.0,900.0,2700,30,0,0,0,16,,1,47,40,41,70,55,73,36,62,27,27,60,29,45,75,72,70,73,75,https://sofifa.com/player/215048/javier-burrai/220039/
218,Eloy Room,Major League Soccer,32,188,81,74,74,2100000.0,6000.0,2700,30,85,49,0,7,6.0,1,46,44,47,74,46,70,34,65,27,14,61,37,60,76,69,68,71,77,https://sofifa.com/player/189084/eloy-room/220039/
219,Jaume Domenech Sanchez,La Liga,30,185,73,74,74,2800000.0,21000.0,2520,28,90,58,2,4,6.0,1,58,58,60,72,59,72,40,68,21,25,43,25,56,71,74,74,71,75,https://sofifa.com/player/220604/jaume-domenech-sanchez/220039/
220,Maxime Crepeau,Major League Soccer,27,180,88,74,76,3900000.0,6000.0,2520,28,99,66,1,6,7.0,1,50,48,43,70,40,67,42,69,34,20,55,23,53,72,72,70,74,77,https://sofifa.com/player/213536/maxime-crepeau/220039/
221,Martin Campana,Pro League,32,186,70,74,74,2100000.0,12000.0,2429,27,0,0,0,3,,2,42,48,42,71,44,62,28,79,27,26,60,23,54,72,73,72,74,75,https://sofifa.com/player/225647/martin-campana/220039/
